职位名称,工资,城市,出勤要求,实习周期,职位福利,公司名称,所属行业,公司规模,投递链接,省份
数据分析（金融数据运营）,179.17,深圳,5天/周,6个月,通明化晋升，年终奖优厚，免费体检,私募排排网,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_hrjl3gdfho4o?pcm=pc_SearchList,广东
数据工程师,375.0,上海,3天/周,3个月,百亿私募，扁平管理，氛围好，免费水果零食,启林投资,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_rmvcsq0hhao0?pcm=pc_SearchList,上海
数据分析,187.5,太原,5天/周,3个月,锻炼自我，专业、活力、创造，nice氛围，创新，福利，1对1导师制,京东,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_h9nd2uzfkyne?pcm=pc_SearchList,山西
数据实习生,75.0,合肥,5天/周,3个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_k7xecymgxfst?pcm=pc_SearchList,安徽
数据分析师,250.0,北京,5天/周,3个月,科研实习生，各类补贴，发展前景，完善的培训，环境棒福利佳,舞水软件,教育/培训/学术/科研/院校,15-50人,https://www.shixiseng.com/intern/inn_vczdw8v1gfyo?pcm=pc_SearchList,北京
数据实习生,5.0,北京,4天/周,3个月,办公室氛围好，外企大牛，公司位置好，节假日福利，每周>=3天，广告,阳狮集团,广告/传媒/公关/展览,2000人以上,https://www.shixiseng.com/intern/inn_gds7tfvcozxj?pcm=pc_SearchList,北京
数据分析,137.5,苏州,5天/周,6个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_8in5iajxt0gh?pcm=pc_SearchList,江苏
数据分析,187.5,郑州,5天/周,3个月,锻炼自我，专业、活力、创造，nice氛围，创新，福利，1对1导师制,京东,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_devlujtefab9?pcm=pc_SearchList,河南
数据分析,250.0,北京,5天/周,3个月,锻炼自我，专业、活力、创造，nice氛围，创新，福利，1对1导师制,京东,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_ujmis1jv3nhb?pcm=pc_SearchList,北京
数据分析,250.0,广州,5天/周,3个月,锻炼自我，专业、活力、创造，nice氛围，创新，福利，1对1导师制,京东,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_hdqsywqvawjw?pcm=pc_SearchList,广东
数据实习生,187.5,北京,5天/周,3个月,氛围活泼，每天下午茶，学习内容多，技术牛人多，实习证明，免费班车,SHAREit茄子科技,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_pgodulj8ceto?pcm=pc_SearchList,北京
数据实习生,112.5,广州,4天/周,3个月,工作氛围优良，福利优，高级写字楼,旭辉晨曦,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_00c8nrvkaqo7?pcm=pc_SearchList,广东
数据实习生,187.5,北京,5天/周,4个月,互联网精神，发展好，大公司,敦煌网,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_jh7g6dnhkhbx?pcm=pc_SearchList,北京
数据分析师,125.0,南京,4天/周,5个月,福利健全，地铁边，快速成长空间，直接参与项目，留用转正机会，学习型组织，年轻态,焦点科技,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_6vdexehgryyg?pcm=pc_SearchList,江苏
数据分析师,133.33,上海,5天/周,4个月,老板谦和，工作氛围活泼,星华隆咨询,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_fkvvwn8merwe?pcm=pc_SearchList,上海
数据实习生,208.33,上海,5天/周,3个月,氛围活泼，每天下午茶，学习内容多，技术牛人多，实习证明，免费班车,SHAREit茄子科技,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_n1zwzbl3icx5?pcm=pc_SearchList,上海
数据类实习生,125.0,杭州,5天/周,6个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_tpcalirr8txg?pcm=pc_SearchList,浙江
数据标注师,104.17,许昌,1天/周,2个月,年终奖，年轻人，工作氛围好，年终奖，有小零食，组织聚餐,源丰科技,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_hkuawdmpsykj?pcm=pc_SearchList,河南
数据分析师,108.33,上海,5天/周,6个月,学习和晋升，员工活动多，薪资福利好，人性管理，前景发展好，500强客户，团队专业，行业领先,安客诚信息,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_ytlmuxc1vxb3?pcm=pc_SearchList,上海
数据采集员,62.5,北京,2天/周,3个月,工作环境舒适，环境优越，请假方便，实习工资，氛围自由，双休五险,公众环境研究中心,不限,15-50人,https://www.shixiseng.com/intern/inn_v55rvpifqbe1?pcm=pc_SearchList,北京
数据助理,133.33,上海,5天/周,6个月,平等，自由,颂裕实业,广告/传媒/公关/展览,50-150人,https://www.shixiseng.com/intern/inn_aersra3zcrw4?pcm=pc_SearchList,上海
数据标注员,91.67,武汉,5天/周,3个月,氛围融洽，行业有前景，绝佳氛围，数据服务，运营非销售,博菲盛科技,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_kmon2extiwrp?pcm=pc_SearchList,湖北
数据改写员,62.5,全国,5天/周,3个月,技术专注，大学生创业，晋升公平，注重实力,山西亦辰,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_tgggp72vjrcw?pcm=pc_SearchList,其它
数据实习生,187.5,上海,5天/周,6个月,平台好，执行力强，创新有活力，好好好，年轻 活力，福利好,数喆数据,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_bscka3b1mvik?pcm=pc_SearchList,上海
数据分析师,137.5,深圳,5天/周,3个月,有转正机会，激励奖金多，开拓创新，高新企业,华鹏咨询,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_2blachezd3yr?pcm=pc_SearchList,广东
数据实习生,187.5,杭州,5天/周,3个月,大牛，这里有个性，MCN,交个朋友,广告/传媒/公关/展览,150-500人,https://www.shixiseng.com/intern/inn_isl8fsad653z?pcm=pc_SearchList,浙江
数据实习生,91.67,上海,3天/周,3个月,工作环境单纯，年轻化的团队，弹性工作时间，法定节假日,云通数科,金融/经济/投资/财会,少于15人,https://www.shixiseng.com/intern/inn_ye8qaiqisigb?pcm=pc_SearchList,上海
数据分析师,500.0,南京,5天/周,3个月,丰厚日薪，免费茶水，开放共赢，快速成长，无限发展空间，资深导师,国准信息技术研究院,教育/培训,150-500人,https://www.shixiseng.com/intern/inn_yjarwfkclcmc?pcm=pc_SearchList,江苏
数据分析岗,145.83,北京,5天/周,6个月,大公司，互联网服务，学到东西多,汽广行,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_o1w4cucrmx28?pcm=pc_SearchList,北京
数据分析,333.33,广州,3天/周,3个月,先进技术，办公环境优美，相对自由，赚钱多成长快，创新& 活跃,数玺教育,教育/培训,15-50人,https://www.shixiseng.com/intern/inn_roppul7kt5nd?pcm=pc_SearchList,广东
数据分析师,145.83,上海,5天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_czlgkwfgfbp3?pcm=pc_SearchList,上海
数据助理,166.67,北京,4天/周,3个月,轻松上档次，无限发展空间，环境超赞，周末双休，一对一辅导，团队年轻专业,金厚财务顾问,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_hqcwbszqsw2d?pcm=pc_SearchList,北京
数据分析,133.33,南昌,5天/周,3个月,六日双休，行业领军者，地铁周边，五险& 氛围，导师带教制，弹性管理,晤源信息,互联网/游戏/软件,少于15人,https://www.shixiseng.com/intern/inn_bmbzmllrjqk4?pcm=pc_SearchList,江西
数据标注员,145.83,北京,5天/周,3个月,国企，福利优厚，晋升制度透明,中旅移民,企业服务/咨询,500-2000人,https://www.shixiseng.com/intern/inn_svtsjbcbcbf9?pcm=pc_SearchList,北京
数据工程师,208.33,上海,4天/周,3个月,私募证券投资，人性化管理，扁平管理，饭后水果，节日惊喜,致诚卓远 ,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_fbw1vrtnaywa?pcm=pc_SearchList,上海
数据分析师,187.5,南昌,5天/周,12个月,学习机会大，行业前景，团队氛围棒，入职五险，丰厚实习佣金，前沿技术,瑞天欣实数据,企业服务/咨询,50-150人,https://www.shixiseng.com/intern/inn_p7lynve3dfmk?pcm=pc_SearchList,江西
数据标注员,83.33,广州,5天/周,3个月,国企大牛，高新科技，年终奖，六险一金，落户广州，免费班车,广电运通•智能科技,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_abjaha2n1h4y?pcm=pc_SearchList,广东
数据分析师,312.5,上海,5天/周,3个月,数据分析，数据挖掘,拓端数据,企业服务/咨询,少于15人,https://www.shixiseng.com/intern/inn_rh8nacshdmjv?pcm=pc_SearchList,上海
数据采集师,500.0,南京,5天/周,3个月,丰厚日薪，免费茶水，开放共赢，快速成长，无限发展空间，资深导师,国准信息技术研究院,教育/培训,150-500人,https://www.shixiseng.com/intern/inn_2hzwitndv8bw?pcm=pc_SearchList,江苏
数据分析师,145.83,重庆,5天/周,6个月,世界100强，含金量实习，一对一导师，免费班车，免费食堂，零食水果饮料,博世氢动力,汽车/机械/制造,150-500人,https://www.shixiseng.com/intern/inn_sca4rc1o3k2l?pcm=pc_SearchList,重庆
数据分析师,112.5,上海,5天/周,3个月,丰富员工活动，晋升空间好,数策软件,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_yqlegaufhoxw?pcm=pc_SearchList,上海
数据专员,137.5,上海,3天/周,3个月,员工培养，平等，自由，高额实习薪资，各种福利，每天水果供应,任拓数据,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_uvq3um27vgsl?pcm=pc_SearchList,上海
数据处理员,166.67,上海,5天/周,6个月,成长学习，包餐，高效，专业，灵活，创新,汇泽供应链,快消/百货/批发/零售,50-150人,https://www.shixiseng.com/intern/inn_wb2j6o3yldzb?pcm=pc_SearchList,上海
数据分析师,333.33,北京,5天/周,12个月,数据咨询，官方背景，氛围nice，节日福利，可被信赖，可留用，产业研究,华通人,农林牧渔/其他,50-150人,https://www.shixiseng.com/intern/inn_allftpdx41sf?pcm=pc_SearchList,北京
数据助理,137.5,青岛,5天/周,4个月,高薪行业，主张大胆创新，敬业的精神，高科技,青岛彬胜,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_hscukluphjpv?pcm=pc_SearchList,山东
数据工程师,229.17,北京,5天/周,12个月,高薪&奖金，行业发展优势，技术核心，年轻& 五险，超稳定，前景发展好,北京领航华宇科技有限公司,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_byel1au0vpgu?pcm=pc_SearchList,北京
数据专员,91.67,佛山,6天/周,12个月,汽车，包住，包午餐，团建，各种节日福利，五险一金绩效,佛山通宝宝马,汽车/机械/制造,150-500人,https://www.shixiseng.com/intern/inn_3vcrmlmzogn9?pcm=pc_SearchList,广东
数据实习生,5.0,北京,5天/周,6个月,公司很美，快乐实习，有温度,火眼云,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_bsn4lsr8oxok?pcm=pc_SearchList,北京
数据分析师,187.5,南宁,5天/周,12个月,学习机会大，行业前景，团队氛围棒，入职五险，丰厚实习佣金，前沿技术,瑞天欣实数据,企业服务/咨询,50-150人,https://www.shixiseng.com/intern/inn_njecydme4hd1?pcm=pc_SearchList,广西
数据分析师,187.5,佛山,5天/周,12个月,学习机会大，行业前景，团队氛围棒，入职五险，丰厚实习佣金，前沿技术,瑞天欣实数据,企业服务/咨询,50-150人,https://www.shixiseng.com/intern/inn_lpdwgo1be1pt?pcm=pc_SearchList,广东
数据管理部-数据项目管理实习生,208.33,北京,3天/周,4个月,金融科技，人工智能，医疗科技，智慧城市,平安科技,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_zabqitmv3hsp?pcm=pc_SearchList,北京
网约车数据分析部-数据分析实习生,208.33,北京,5天/周,4个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_nwgyyxiqvgug?pcm=pc_SearchList,北京
行业广告运营实习生（大健康）,30.0,上海,5天/周,6个月,环境优越，团队牛，有吃喝有梦想，互联网招聘,小红书,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_cbxyku7wygpu?pcm=pc_SearchList,上海
广告大客户销售实习生-小红书,145.83,上海,5天/周,3个月,环境优越，团队牛，有吃喝有梦想，互联网招聘,小红书,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_anigckudrnnf?pcm=pc_SearchList,上海
OEM大客户部门市场实习生,薪资面议,北京,5天/周,6个月,五百强，知名外企，高效办公，管理规范,马石油,化工/能源/环保,150-500人,https://www.shixiseng.com/intern/inn_cevjl51ivslu?pcm=pc_SearchList,北京
投资分析实习生-大健康方向,145.83,北京,5天/周,6个月,薪酬待遇优厚，发展机会多，五险;双休，专业化流程，学习和晋升,嘉盛兴业,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_txj0g64ixypl?pcm=pc_SearchList,北京
财富管理事业部-大客户组实习生,145.83,北京,3天/周,3个月,大平台快速成长，专业，高质量 能学到很多，头部金融机构,华兴资本,金融/经济/投资/财会,500-2000人,https://www.shixiseng.com/intern/inn_96mcslme3qig?pcm=pc_SearchList,北京
投资实习生-大消费和出海方向,125.0,上海,5天/周,6个月,自由，活力，弹性工作制，氛围和谐愉快，牛人多，平台好，年轻简单,天善资本/Skyview Fund,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_fnqyj8qj4btg?pcm=pc_SearchList,上海
大消费品牌IP战略实习生,166.67,全国,4天/周,2个月,战略咨询，企业咨询,芳桦咨询,企业服务/咨询,50-150人,https://www.shixiseng.com/intern/inn_hybflpx4bpsb?pcm=pc_SearchList,其它
联想大客户销售经理（行政班）,145.83,成都,5天/周,6个月,IT/互联网，电子商务，平台好，发展空间大,天翼,电子/通信/硬件,150-500人,https://www.shixiseng.com/intern/inn_ew3dcsts0lcl?pcm=pc_SearchList,四川
